college,kmedian,parmedian,public,private,ivyplus,otherelite,hselective,selective,northeast,midwest,west,pctfemale,pctmarried
MCPHS University,112700,83300,0,1,0,0,0,0,1,0,0,70.605189,65.790105
Medaille College,35700,72100,0,1,0,0,0,1,1,0,0,67.467248,53.300458
Mercer University,46400,90000,0,1,0,0,0,1,0,0,0,60.275543,60.117006
Mercy College,31100,50700,0,1,0,0,0,1,1,0,0,65.295774,34.477732
Mercyhurst University,40900,87400,0,1,0,0,0,1,1,0,0,61.545581,58.972812
Meredith College,35500,107700,0,1,0,0,0,1,0,0,0,99.63603,71.022981
Merrimack College,56700,109700,0,1,0,0,0,1,1,0,0,52.653342,62.110037
Messiah College,44100,97100,0,1,0,0,0,1,1,0,0,62.425148,76.547801
Methodist University,39300,68600,0,1,0,0,0,1,0,0,0,34.829593,53.155059
Metropolitan State University Of Denver,36500,87500,1,0,0,0,0,1,0,0,1,54.249519,51.013672
Miami Dade Community College System,31300,37000,1,0,0,0,0,1,0,0,0,54.674441,32.839862
Miami International University Of Art & Design,22900,46300,0,0,0,0,0,0,0,0,0,58.106995,31.845498
Miami University,50400,118800,1,0,0,0,0,1,0,1,0,54.776019,65.573132
Michigan State University,52600,120400,1,0,0,0,0,1,0,1,0,54.694319,62.562639
Michigan Technological University,65900,98700,1,0,0,0,0,1,0,1,0,26.668745,66.637415
Midamerica Nazarene University,33800,82900,0,1,0,0,0,1,0,1,0,51.862067,71.916711
Middle Georgia State College,31600,62700,1,0,0,0,0,1,0,0,0,44.497895,47.811472
Middle Tennessee State University,37100,89100,1,0,0,0,0,1,0,0,0,54.033566,59.366995
Middlebury College,61800,219600,0,1,0,1,0,0,1,0,0,52.345955,60.015309
Midland College,35900,58600,1,0,0,0,0,1,0,0,0,52.60191,53.919953
Midland University,51500,73300,0,1,0,0,0,1,0,1,0,56.632656,74.961144
Midwestern State University,38000,70800,1,0,0,0,0,1,0,0,0,54.101008,61.209607
Millersville University Of Pennsylvania,45400,93500,1,0,0,0,0,1,1,0,0,58.246797,63.759583
Milligan College,36700,85900,0,1,0,0,0,1,0,0,0,59.514171,77.361256
Millikin University,46500,96500,0,1,0,0,0,1,0,1,0,56.02625,64.298534
Mills College,40200,79100,0,1,0,0,0,1,0,0,1,99.130434,47.200856
Millsaps College,44600,110600,0,1,0,0,0,1,0,0,0,54.251009,63.539433
Milwaukee Institute Of Art & Design,32200,89200,0,1,0,0,0,0,0,1,0,51.156813,48.988917
Milwaukee School Of Engineering,72700,91700,0,1,0,0,1,0,0,1,0,15.533088,64.008731
Minneapolis College Of Art & Design,28000,92900,0,1,0,0,0,0,0,1,0,42.819148,42.526275
Minnesota School Of Business,29900,73800,0,0,0,0,0,0,0,1,0,60.022026,43.632939
"Minnesota State University System, Century And Various Other Minnesota Community Colleges",36900,77500,1,0,0,0,0,1,0,1,0,51.313466,58.507675
Minot State University,38000,64400,1,0,0,0,0,1,0,1,0,56.368071,65.897888
Misericordia  University,50200,85000,0,1,0,0,0,1,1,0,0,70.505619,65.359992
Mississippi College,43000,93400,0,1,0,0,0,1,0,0,0,55.600983,76.006317
Mississippi State University,44100,90700,1,0,0,0,0,1,0,0,0,48.311326,64.538753
Mississippi University For Women,31900,68500,1,0,0,0,0,1,0,0,0,83.655912,62.81969
Mississippi Valley State University,24900,28800,1,0,0,0,0,1,0,0,0,57.484078,19.37815
Missouri Baptist University,34600,85100,0,1,0,0,0,1,0,1,0,60.877192,69.145566
Missouri College,19400,42200,0,0,0,0,0,0,0,1,0,88.224953,32.572383
Missouri Southern State University,33200,63800,1,0,0,0,0,1,0,1,0,55.825245,65.075397
Missouri State University,39800,87900,1,0,0,0,0,1,0,1,0,55.649376,68.457133
Missouri Valley College,38100,63500,0,1,0,0,0,1,0,1,0,43.737167,57.555741
Missouri Western State University,35100,68300,1,0,0,0,0,1,0,1,0,56.177926,60.997272
Mitchell College,28500,98200,0,1,0,0,0,1,1,0,0,46.774194,38.548803
Monmouth College,41500,88100,0,1,0,0,0,1,0,1,0,54.510307,68.62331
Monmouth University,51900,110000,0,1,0,0,0,1,1,0,0,55.414015,56.945187
Monroe College,20400,28200,0,0,0,0,0,0,1,0,0,65.457809,14.089283
Montana State University - Billings,31500,66000,1,0,0,0,0,1,0,0,1,61.638319,57.57243
Montana State University - Northern,33600,56100,1,0,0,0,0,1,0,0,1,45.624104,61.411512
Montana State University Bozeman,40400,84500,1,0,0,0,0,1,0,0,1,45.68907,62.624168
Montana Tech Of The University Of Montana,46700,68300,1,0,0,0,0,1,0,0,1,38.674581,62.296385
Montclair State University,50000,86600,1,0,0,0,0,1,1,0,0,61.524165,52.040797
Moody Bible Institute,27400,78900,0,1,0,0,0,0,0,1,0,46.110591,79.610622
Moravian College,56200,97100,0,1,0,0,0,1,1,0,0,61.180127,65.276974
Morehead State University,33000,65700,1,0,0,0,0,1,0,0,0,55.071062,63.076788
Morehouse College,49800,81800,0,1,0,0,0,1,0,0,0,1.0027347,28.754547
Morningside College,39400,67100,0,1,0,0,0,1,0,1,0,63.405091,67.008138
Mount Aloysius College,40900,57700,0,1,0,0,0,1,1,0,0,71.232879,63.473904
Mount Holyoke College,48900,108700,0,1,0,0,1,0,1,0,0,99.670511,48.539832
Mount Ida College,30000,64900,0,1,0,0,0,1,1,0,0,58.463544,38.508904
Mount Marty College,35000,67100,0,1,0,0,0,1,0,1,0,75.547445,69.883466
Mount Mary University,34300,80800,0,1,0,0,0,1,0,1,0,98.4375,52.027094
Mount Mercy University,43600,76500,0,1,0,0,0,1,0,1,0,71.803278,71.83367
Mount Saint Mary College,47100,91700,0,1,0,0,0,1,1,0,0,70.53892,55.958039
Mount Saint Mary's University,52500,111700,0,1,0,0,0,1,0,0,0,53.067994,62.282288
Mount St. Mary's College,44900,48500,0,1,0,0,0,1,0,0,1,98.8006,46.282801
Mount Vernon Nazarene University,34800,77200,0,1,0,0,0,1,0,1,0,57.751936,75.805026
Muhlenberg College,60100,150300,0,1,0,0,1,0,1,0,0,57.692307,65.518183
Multnomah University,24700,80500,0,1,0,0,0,0,0,0,1,55.000001,77.633077
Murray State University,36100,79800,1,0,0,0,0,1,0,0,0,56.134969,65.127045
Musicians Institute,15500,77400,0,0,0,0,0,0,0,0,1,18.768328,28.815848
Muskingum University,41800,83100,0,1,0,0,0,1,0,1,0,50.131696,68.614471
National College,15500,39100,0,0,0,0,0,0,0,0,0,86.813188,40.255103
Nazareth College Of Rochester,45400,100500,0,1,0,0,0,1,1,0,0,74.024737,67.467672
Nebraska Wesleyan University,49000,88200,0,1,0,0,0,1,0,1,0,54.989815,74.488354
Neumann University,40800,85200,0,1,0,0,0,1,1,0,0,56.799036,51.617986
New England College,36600,94400,0,1,0,0,0,1,1,0,0,48.811701,54.126394
New England Culinary Institute,33100,91600,0,0,0,0,0,0,1,0,0,32.022473,44.614711
New England Institute Of Art ,33100,73500,0,0,0,0,0,0,1,0,0,22.100122,35.712895
New England Institute Of Technology,39200,71400,0,1,0,0,0,0,1,0,0,15.509762,42.509678
New Jersey City University,41200,51600,1,0,0,0,0,1,1,0,0,55.976182,39.167926
New Jersey Institute Of Technology,71600,84000,1,0,0,0,0,1,1,0,0,19.858542,54.578364
New Mexico Highlands University,33600,48500,1,0,0,0,0,1,0,0,1,51.759529,42.403561
New Mexico Institute Of Mining & Technology,55000,91800,1,0,0,0,1,0,0,0,1,24.398625,55.509168
New Mexico State University,33500,59300,1,0,0,0,0,1,0,0,1,53.544509,50.467598
"New School, The",32800,95800,0,1,0,0,0,0,1,0,0,64.910251,37.495244
New York City College Of Technology Of The City University Of New,37000,33500,1,0,0,0,0,1,1,0,0,44.50168,28.38347
New York Institute Of Technology,49900,78500,0,1,0,0,0,1,1,0,0,37.4477,44.189641
New York University,58100,130500,0,1,0,1,0,0,1,0,0,59.816337,46.595636
Newberry College,37100,80400,0,1,0,0,0,1,0,0,0,44.494382,58.970016
Newman University,45700,91400,0,1,0,0,0,1,0,1,0,61.538464,71.841276
Niagara University,46500,92300,0,1,0,0,0,1,1,0,0,58.451176,58.892775
Nicholls State University,38900,69800,1,0,0,0,0,1,0,0,0,59.549314,58.080882
Nichols College,56800,95300,0,1,0,0,0,1,1,0,0,37.612614,54.068261
Norfolk State University,34400,48000,1,0,0,0,0,1,0,0,0,60.959834,24.161606
North Carolina Agricultural & Technical State University,34300,52600,1,0,0,0,0,1,0,0,0,51.628309,28.377649
North Carolina Central University,32300,45600,1,0,0,0,0,1,0,0,0,58.376694,25.741327
North Carolina State University,52300,111400,1,0,0,0,0,1,0,0,0,41.859102,64.276087
North Carolina Wesleyan College,34100,63100,0,1,0,0,0,1,0,0,0,58.504671,42.994827
North Central College,48800,103700,0,1,0,0,0,1,0,1,0,59.042329,64.805901
North Central University,28700,74000,0,1,0,0,0,1,0,1,0,58.531743,77.255654
North Dakota State University - Main Campus - Fargo,50600,81900,1,0,0,0,0,1,0,1,0,43.7751,70.940554
North Greenville University,32200,77100,0,1,0,0,0,0,0,0,0,54.160124,78.031665
North Park University,40200,87200,0,1,0,0,0,1,0,1,0,57.589287,61.235207
North Seattle College,28800,71200,1,0,0,0,0,1,0,0,1,48.708206,42.457801
Northeastern Illinois University,34900,53300,1,0,0,0,0,1,0,1,0,61.777776,43.853366
Northeastern State University,33800,62100,1,0,0,0,0,1,0,0,0,55.165768,59.865856
Northeastern University,61800,108300,0,1,0,0,1,0,1,0,0,49.538699,54.061365
Northern Illinois University,48000,97700,1,0,0,0,0,1,0,1,0,53.998244,56.833208
Northern Kentucky University,36900,86400,1,0,0,0,0,1,0,0,0,57.645231,60.433835
Northern Michigan University,35800,81000,1,0,0,0,0,1,0,1,0,52.195764,59.505987
Northland College,31000,74600,0,1,0,0,0,1,0,1,0,53.796095,49.803078
Northwest Florida State College,29000,62200,1,0,0,0,0,1,0,0,0,52.875698,52.419978
Northwest Missouri State University,41500,80900,1,0,0,0,0,1,0,1,0,57.694775,70.645201
Northwest Nazarene University,34300,83800,0,1,0,0,0,1,0,0,1,55.822784,75.305003
Northwest University,38000,80400,0,1,0,0,0,1,0,0,1,67.398119,79.731214
"Northwestern College of Orange City, IA",38900,75300,0,1,0,0,0,1,0,1,0,62.369341,77.741343
Northwestern Michigan College,26800,69400,1,0,0,0,0,1,0,1,0,50.260937,52.13725
Northwestern Oklahoma State University,35500,61400,1,0,0,0,0,1,0,0,0,49.759614,68.752855
Northwestern State University,32900,57700,1,0,0,0,0,1,0,0,0,60.027206,49.850595
Northwestern University,72600,168500,0,1,0,1,0,0,0,1,0,53.292179,58.287686
Northwood University,45400,86000,0,1,0,0,0,1,0,1,0,41.703814,52.439684
Norwich University,54600,88200,0,1,0,0,0,1,1,0,0,24.420677,61.181688
Notre Dame Of Maryland University,45900,81100,0,1,0,0,0,1,0,0,0,98.280096,54.554474
Nova Southeastern University,43500,64000,0,1,0,0,0,1,0,0,0,69.615835,49.463427
Nyack College,31000,58400,0,1,0,0,0,1,1,0,0,59.517765,58.78588
Oakland City University,27500,60300,0,1,0,0,0,1,0,1,0,50.814331,60.98212
Oakland University,43600,110600,1,0,0,0,0,1,0,1,0,62.697619,59.858543
Oberlin College,38900,127100,0,1,0,1,0,0,0,1,0,57.048684,44.158658
Occidental College,49000,122400,0,1,0,1,0,0,0,0,1,58.859646,46.162519
Oglethorpe University,42700,98600,0,1,0,0,0,1,0,0,0,60.4119,56.351686
Ohio Dominican University,37100,73700,0,1,0,0,0,1,0,1,0,70.726913,59.600896
Ohio Northern University,63200,91300,0,1,0,0,0,1,0,1,0,49.284577,74.013734
Ohio University,42000,90900,1,0,0,0,0,1,0,1,0,55.466825,61.998034
Ohio Wesleyan University,46500,103000,0,1,0,0,0,1,0,1,0,51.92802,61.806375
Oklahoma Baptist University,39500,91700,0,1,0,0,0,1,0,0,0,60.557187,79.776967
Oklahoma Christian University,36100,88100,0,1,0,0,0,1,0,0,0,50.622773,77.539432
Oklahoma City University,39600,101700,0,1,0,0,0,1,0,0,0,66.200465,62.550265
Oklahoma Panhandle State University,33600,56900,1,0,0,0,0,1,0,0,0,48.451731,64.524555
Oklahoma State University,45800,90000,1,0,0,0,0,1,0,0,0,51.569456,69.331813
Oklahoma State University - Oklahoma City,30900,64600,1,0,0,0,0,1,0,0,0,49.16237,51.650965
Oklahoma State University Institute Of Technology - Okmulgee,33100,53900,1,0,0,0,0,1,0,0,0,29.280096,56.25686
Old Dominion University,44300,82400,1,0,0,0,0,1,0,0,0,58.188081,53.908259
Olivet College,34700,66600,0,1,0,0,0,1,0,1,0,42.619047,50.291985
Olivet Nazarene University,35800,81400,0,1,0,0,0,1,0,1,0,55.41299,72.255009
Olympic College,30800,75700,1,0,0,0,0,1,0,0,1,52.808988,52.826023
Oral Roberts University,32700,76600,0,1,0,0,0,1,0,0,0,59.393609,65.634054
Oregon Institute Of Technology,51900,76400,1,0,0,0,0,1,0,0,1,41.577825,62.646729
Oregon State University,50000,100600,1,0,0,0,0,1,0,0,1,47.778365,63.577116
Otis College Of Art & Design,47600,80500,0,1,0,0,0,0,0,0,1,71.774191,33.68251
Ottawa University,34600,64200,0,1,0,0,0,0,0,0,1,44.791666,55.295604
Otterbein University,42300,88100,0,1,0,0,0,1,0,1,0,61.349261,66.84373
Ouachita Baptist University,40000,88300,0,1,0,0,0,1,0,0,0,55.462188,75.106061
Our Lady Of Holy Cross College,36600,88400,0,1,0,0,0,1,0,0,0,74.74227,57.924396
Our Lady Of The Lake College,37200,86500,0,1,0,0,0,0,0,0,0,85.842699,60.88649
Our Lady Of The Lake University,38800,46000,0,1,0,0,0,1,0,0,0,76.923078,47.064355
Ozark Christian College,25800,61400,0,1,0,0,0,0,0,1,0,51.071429,72.365808
Pace University,60700,68600,0,1,0,0,0,1,1,0,0,59.507388,50.160986
Pacific Lutheran University,47900,100900,0,1,0,0,0,1,0,0,1,62.100184,64.731389
Pacific Union College,50700,96400,0,1,0,0,0,1,0,0,1,53.648067,62.284768
Pacific University,47500,92700,0,1,0,0,0,1,0,0,1,62.083334,61.115921
Paine College,34100,36800,0,1,0,0,0,1,0,0,0,70.738637,24.559337
Palm Beach Atlantic University,36000,92200,0,1,0,0,0,1,0,0,0,65.927976,71.113503
Palm Beach State College,29100,61900,1,0,0,0,0,1,0,0,0,53.040946,37.912983
Park University,43600,65300,0,1,0,0,0,1,0,1,0,34.929404,58.511174
Paul Smith's College Of Arts & Sciences,34000,76300,0,1,0,0,0,0,1,0,0,29.100528,49.730739
Peninsula College,23600,64900,1,0,0,0,0,1,0,0,1,50,45.821464
Pennsylvania College Of Technology,40800,73400,1,0,0,0,0,1,1,0,0,26.344728,59.854478
Pennsylvania State University ,50900,95400,1,0,0,0,0,1,1,0,0,46.70752,59.939134
Pensacola State College,26500,58200,1,0,0,0,0,1,0,0,0,54.960889,46.888578
Pepperdine University,55800,124100,0,1,0,0,1,0,0,0,1,59.42623,58.536851
Peru State College,36000,64600,1,0,0,0,0,1,0,1,0,48.232847,63.694978
Pfeiffer University,40200,83600,0,1,0,0,0,1,0,0,0,52.123553,66.4105
Philadelphia University,49900,99600,0,1,0,0,0,1,1,0,0,64.372468,55.356848
Philander Smith College,23500,32000,0,1,0,0,0,1,0,0,0,59.337348,15.624905
Piedmont College,36000,81400,0,1,0,0,0,1,0,0,0,59.808612,62.659401
Pima Medical Institute,22700,44500,0,0,0,0,0,0,0,0,1,88.720262,40.590343
Pioneer Pacific College,23300,52200,0,0,0,0,0,0,0,0,1,77.04348,47.37606
Pittsburg State University,40900,75300,1,0,0,0,0,1,0,1,0,47.997478,69.063509
Pitzer College,43500,131900,0,1,0,0,1,0,0,0,1,61.979169,47.573745
"Platt College of Alhambra, CA",24500,48500,0,0,0,0,0,0,0,0,1,36.789298,34.60218
"Platt College of Tulsa, OK",14200,38900,0,0,0,0,0,0,0,0,0,84.807259,39.269525
Plaza College,18800,29100,0,0,0,0,0,0,1,0,0,65.72327,17.339855
Plymouth State University Of The University System Of New Hampshire,41000,94200,1,0,0,0,0,1,1,0,0,49.891067,57.570136
Point Loma Nazarene University,45900,113300,0,1,0,0,0,1,0,0,1,59.933555,73.149639
Point Park University,32800,79200,0,1,0,0,0,1,1,0,0,63.269639,50.5162
Polk State College,29700,59500,1,0,0,0,0,1,0,0,0,56.162578,48.806009
Pomona College,62000,161600,0,1,0,1,0,0,0,0,1,49.63899,53.814775
Portland State University,37200,86900,1,0,0,0,0,1,0,0,1,57.711154,51.88871
Post University,36800,57800,0,0,0,0,0,0,1,0,0,65.40404,40.314701
Prairie View Agricultural & Mechanical University,34800,45500,1,0,0,0,0,1,0,0,0,53.512281,21.562414
Pratt Institute,33200,96100,0,1,0,0,0,0,1,0,0,54.695338,37.531036
Presbyterian College,43900,118100,0,1,0,0,0,1,0,0,0,56.723714,72.028774
Princeton University,90700,218100,0,1,1,0,0,0,1,0,0,48.08566,59.495795
Providence College,66300,139300,0,1,0,0,1,0,1,0,0,58.185118,66.16829
Purdue University,48800,103200,1,0,0,0,0,1,0,1,0,45.901701,65.345287
Queens University Of Charlotte,38300,99700,0,1,0,0,0,1,0,0,0,77.188331,64.001471
Quincy University,39600,84000,0,1,0,0,0,1,0,1,0,56.542057,68.771547
Quinnipiac University,60000,127000,0,1,0,0,1,0,1,0,0,61.958855,62.135905
Radford University,43500,101700,1,0,0,0,0,1,0,0,0,61.562765,62.968183
Ramapo College Of New Jersey,49600,106400,1,0,0,0,1,0,1,0,0,57.483315,53.628469
Randolph - Macon College,51200,121700,0,1,0,0,0,1,0,0,0,51.323831,69.598776
Randolph College,37400,107300,0,1,0,0,0,1,0,0,0,99.604744,53.184575
Ranken Technical College,45600,81900,0,1,0,0,0,0,0,1,0,4.6052631,57.431048
Reed College,36900,121900,0,1,0,1,0,0,0,0,1,54.603857,47.278172
Regis College,45200,86900,0,1,0,0,0,1,1,0,0,99.315071,49.164632
Regis University,47600,121400,0,1,0,0,0,1,0,0,1,59.295261,58.679026
Reinhardt University,31100,101500,0,1,0,0,0,1,0,0,0,51.862466,54.619956
Rensselaer Polytechnic Institute,84100,114200,0,1,0,1,0,0,1,0,0,24.807158,58.296639
Rhode Island College,41300,82700,1,0,0,0,0,1,1,0,0,67.198837,54.245234
Rhode Island School Of Design,37800,142800,0,1,0,0,0,0,1,0,0,63.157892,37.237072
Rhodes College,52000,164400,0,1,0,0,1,0,0,0,0,56.793743,62.773508
Rice University,76700,149200,0,1,0,1,0,0,0,0,0,47.732067,59.838897
Richard Stockton College Of New Jersey ,48600,92700,1,0,0,0,0,1,1,0,0,57.658643,58.718365
Rider University,51600,102100,0,1,0,0,0,1,1,0,0,55.847567,58.654559
Ringling College Of Art & Design,33600,97000,0,1,0,0,0,0,0,0,0,45.300752,46.324903
Ripon College,45600,92100,0,1,0,0,0,1,0,1,0,53.095973,66.116375
Roanoke College,46300,111800,0,1,0,0,0,1,0,0,0,61.405033,61.510849
Robert Morris University,48300,83600,0,1,0,0,0,1,1,0,0,43.260187,56.149328
Robert Morris University Illinois,30400,44800,0,1,0,0,0,0,0,1,0,65.992647,34.229666
Roberts Wesleyan College,34600,72600,0,1,0,0,0,1,1,0,0,65.960664,70.762569
Rochester Institute Of Technology,62400,95700,0,1,0,0,0,1,1,0,0,30.209047,52.980506
Rockhurst University,48400,107300,0,1,0,0,0,1,0,1,0,54.400003,63.571829
Rocky Mountain College,38800,72600,0,1,0,0,0,1,0,0,1,51.870322,59.977025
Roger Williams University,50800,111600,0,1,0,0,0,1,1,0,0,52.450472,56.235588
Rogers State University,31300,66500,1,0,0,0,0,1,0,0,0,57.548475,57.906514
Rollins College,42800,120800,0,1,0,0,1,0,0,0,0,59.917015,54.548091
Roosevelt University,37000,73500,0,1,0,0,0,1,0,1,0,66.982621,44.563264
Rose - Hulman Institute Of Technology,83600,109500,0,1,0,1,0,0,0,1,0,20.248447,67.373663
Rowan University,51200,102400,1,0,0,0,0,1,1,0,0,54.155123,60.517949
Rust College,22500,33000,0,1,0,0,0,1,0,0,0,59.025788,16.485083
"Rutgers, The State University Of New Jersey",58400,101000,1,0,0,0,1,0,1,0,0,54.075348,54.674983
Sacred Heart University,57300,114500,0,1,0,0,0,1,1,0,0,56.754714,60.263324
Sage Colleges,35300,77900,0,1,0,0,0,1,1,0,0,81.325299,51.02998
Saginaw Valley State University,40000,86500,1,0,0,0,0,1,0,1,0,56.382608,66.311318
Saint Ambrose University,48500,99200,0,1,0,0,0,1,0,1,0,55.087209,70.503324
Saint Anselm College,59000,109700,0,1,0,0,0,1,1,0,0,56.209153,64.512104
Saint Augustine College,23600,35100,0,1,0,0,0,0,0,1,0,72.596157,33.019233
Saint Augustine's University,26800,38800,0,1,0,0,0,1,0,0,0,52.82523,20.273936
Saint Francis College,53000,70500,0,1,0,0,0,1,1,0,0,55.200732,47.471333
Saint Francis University,51300,80200,0,1,0,0,0,1,1,0,0,58.490568,68.875158
Saint John Fisher College,46500,88200,0,1,0,0,0,1,1,0,0,56.915885,61.460036
Saint Johns River State College,27600,67800,1,0,0,0,0,1,0,0,0,55.04669,48.16778
"Saint John's University of Collegeville, MN",66600,114300,0,1,0,0,0,1,0,1,0,0.37369209,70.965993
"Saint John's University of Queens, NY",58900,69200,0,1,0,0,0,1,1,0,0,56.248236,48.702067
"Saint Joseph's College of Brooklyn, NY",61200,96700,0,1,0,0,0,1,1,0,0,76.607281,65.575022
"Saint Joseph's College of Rensselaer, IN",43200,94000,0,1,0,0,0,1,0,1,0,53.153151,69.097096
"Saint Joseph's College of Standish, ME",38000,77000,0,1,0,0,0,1,1,0,0,65.312046,61.345434
Saint Joseph's University,62400,144500,0,1,0,0,0,1,1,0,0,53.453571,63.641012
Saint Leo University,38000,57300,0,1,0,0,0,1,0,0,0,49.039385,50.968367
Saint Louis College Of Pharmacy,123600,92500,0,1,0,0,0,0,0,1,0,61.454546,75.29943
Saint Louis University,57100,119700,0,1,0,0,0,1,0,1,0,54.79908,65.712422
Saint Mary's College,43100,130600,0,1,0,0,0,1,0,1,0,99.630314,68.728763
Saint Mary's College Of California,55200,110500,0,1,0,0,0,1,0,0,1,60.431653,54.684269
Saint Mary's University,49700,76700,0,1,0,0,0,1,0,0,0,59.81735,57.456702
Saint Mary's University Of Minnesota,45100,105900,0,1,0,0,0,1,0,1,0,55.982906,63.550103
Saint Michael's College,49500,119100,0,1,0,0,0,1,1,0,0,54.957509,61.028093
Saint Norbert College,47100,106700,0,1,0,0,0,1,0,1,0,59.837878,68.649191
Saint Olaf College,48600,124700,0,1,0,0,1,0,0,1,0,58.606172,67.580199
Saint Peter's University,45500,59700,0,1,0,0,0,1,1,0,0,48.771408,44.284081
Saint Thomas University,35300,37500,0,1,0,0,0,1,0,0,0,56.800002,38.178521
Saint Vincent College & Seminary,47600,90200,0,1,0,0,0,1,1,0,0,51.447368,66.334718
Saint Xavier University,44500,82800,0,1,0,0,0,1,0,1,0,66.694283,58.140415
Salem College,32500,84200,0,1,0,0,0,1,0,0,0,98.833817,54.392195
Salem State University,42400,87100,1,0,0,0,0,1,1,0,0,63.075656,54.576701
Salve Regina University,49700,117500,0,1,0,0,0,1,1,0,0,67.346936,58.133811
Sam Houston State University,43000,84000,1,0,0,0,0,1,0,0,0,58.954275,59.535474
Samford University,40800,131000,0,1,0,0,0,1,0,0,0,61.919832,77.055091
San Diego State University,51000,100500,1,0,0,0,0,1,0,0,1,58.817393,54.928756
San Francisco State University,45800,87200,1,0,0,0,0,1,0,0,1,61.682242,43.866751
San Jose State University,56500,91700,1,0,0,0,0,1,0,0,1,50.756073,50.8681
"Sanford-Brown College of Fenton, MO",21900,50600,0,0,0,0,0,0,0,1,0,73.920703,33.499491
"Sanford-Brown College of McLean, VA",24200,49700,0,0,0,0,0,0,0,0,0,56.933486,29.052219
Santa Barbara Business College,17100,39400,0,0,0,0,0,0,0,0,1,85.329342,40.133262
Santa Clara University,72500,149900,0,1,0,0,1,0,0,0,1,55.001682,61.054605
Santa Fe College,30300,66400,1,0,0,0,0,1,0,0,0,51.570642,46.646923
Santa Fe University Of Art And Design,32900,90200,0,0,0,0,0,0,0,0,1,50.349653,36.691275
Sarah Lawrence College,34300,146500,0,1,0,0,1,0,1,0,0,73.170733,36.256689
Savannah College Of Art And Design,32400,114900,0,1,0,0,0,0,0,0,0,46.066177,40.32625
Savannah State University,29400,45400,1,0,0,0,0,1,0,0,0,52.008033,27.794608
School Of Communication Arts Of North Carolina,29900,61100,0,0,0,0,0,0,0,0,0,15.03268,30.534223
School Of The Art Institute Of Chicago,25500,105800,0,1,0,0,0,0,0,1,0,61.876482,37.40305
School Of Visual Arts,37400,95200,0,0,0,0,0,0,1,0,0,48.340639,39.543951
Schreiner University,39600,82300,0,1,0,0,0,1,0,0,0,56.174332,57.976621
Scripps College,46400,126300,0,1,0,1,0,0,0,0,1,99.459457,54.493582
Seattle Central Community College,27800,71800,1,0,0,0,0,1,0,0,1,58.443671,33.638021
Seattle Pacific University,39100,104200,0,1,0,0,0,1,0,0,1,66.996509,73.375297
Seattle University,55400,105700,0,1,0,0,0,1,0,0,1,62.2293,55.315942
Seminole State College Of Florida,29300,63100,1,0,0,0,0,1,0,0,0,51.67653,44.812784
Seton Hall University,56900,100900,0,1,0,0,0,1,1,0,0,51.865304,50.783449
Seton Hill University,33800,62900,0,1,0,0,0,1,1,0,0,84.25197,54.942012
Shaw University,24200,37800,0,1,0,0,0,1,0,0,0,48.820326,19.834816
Shawnee State University,35300,61800,1,0,0,0,0,1,0,1,0,55.079007,61.649734
Shenandoah University,41200,100000,0,1,0,0,0,1,0,0,0,54.527164,57.055336
Shepherd University,37900,83400,1,0,0,0,0,1,0,0,0,55.528498,58.119011
Shippensburg University Of Pennsylvania,47500,93000,1,0,0,0,0,1,1,0,0,53.962898,67.126411
Shorter University,37400,84000,0,1,0,0,0,1,0,0,0,65.360504,66.084617
Siena College,61100,116800,0,1,0,0,0,1,1,0,0,53.573263,66.079527
Siena Heights University,37100,87000,0,1,0,0,0,1,0,1,0,63.352829,60.820341
Simmons College,50900,89800,0,1,0,0,0,1,1,0,0,98.751736,58.543897
Simpson College,48800,80800,0,1,0,0,0,1,0,1,0,58.924729,75.015962
Simpson University,27800,72700,0,1,0,0,0,1,0,0,1,63.975155,76.154375
Skidmore College,47500,175400,0,1,0,0,1,0,1,0,0,58.233172,51.581872
Slippery Rock University,40600,79200,1,0,0,0,0,1,1,0,0,57.662541,65.086353
Smith College,46600,114900,0,1,0,0,1,0,1,0,0,99.381328,50.138235
Snow College,24300,76900,1,0,0,0,0,1,0,0,1,54.505497,79.07837
Sonoma State University,46400,113700,1,0,0,0,0,1,0,0,1,65.846491,55.822396
South Carolina State University,33500,42000,1,0,0,0,0,1,0,0,0,55.852485,26.261267
South Florida State College,26600,44400,1,0,0,0,0,1,0,0,0,53.615957,48.078376
South Georgia State College,29200,62900,1,0,0,0,0,1,0,0,0,52.441859,48.487431
South Seattle Community College,32600,61600,1,0,0,0,0,1,0,0,1,42.214534,38.109297
South Texas College,27500,23900,1,0,0,0,0,1,0,0,0,52.037561,38.526481
South University,22700,40700,0,0,0,0,0,0,0,0,0,75.649351,37.247777
Southeast Missouri State University,38500,85200,1,0,0,0,0,1,0,1,0,58.665735,65.591794
Southeastern Louisiana University,34000,72700,1,0,0,0,0,1,0,0,0,58.567673,52.056783
Southeastern Oklahoma State University,34100,58700,1,0,0,0,0,1,0,0,0,50.475585,61.938673
Southeastern University,33400,67000,0,1,0,0,0,1,0,0,0,53.757226,70.622164
Southern Adventist University,42700,80500,0,1,0,0,0,1,0,0,0,56.267411,62.534988
Southern Arkansas University,35300,60500,1,0,0,0,0,1,0,0,0,54.274082,55.880272
Southern Connecticut State University,43400,91300,1,0,0,0,0,1,1,0,0,57.690543,48.317012
